date_id,date,property_id,room_count,available_room_nights,source_type
20160218,2016-02-18,P002,450,459,synthetic_operating_capacity
20160219,2016-02-19,P001,280,286,synthetic_operating_capacity
20160219,2016-02-19,P002,450,459,synthetic_operating_capacity
20160220,2016-02-20,P001,280,286,synthetic_operating_capacity
20160220,2016-02-20,P002,450,459,synthetic_operating_capacity
20160221,2016-02-21,P001,280,286,synthetic_operating_capacity
20160221,2016-02-21,P002,450,459,synthetic_operating_capacity
20160222,2016-02-22,P001,280,286,synthetic_operating_capacity
20160222,2016-02-22,P002,450,459,synthetic_operating_capacity
20160223,2016-02-23,P001,280,286,synthetic_operating_capacity
20160223,2016-02-23,P002,450,459,synthetic_operating_capacity
20160224,2016-02-24,P001,280,286,synthetic_operating_capacity
20160224,2016-02-24,P002,450,459,synthetic_operating_capacity
20160225,2016-02-25,P001,280,286,synthetic_operating_capacity
20160225,2016-02-25,P002,450,459,synthetic_operating_capacity
20160226,2016-02-26,P001,280,286,synthetic_operating_capacity
20160226,2016-02-26,P002,450,459,synthetic_operating_capacity
20160227,2016-02-27,P001,280,286,synthetic_operating_capacity
20160227,2016-02-27,P002,450,459,synthetic_operating_capacity
20160228,2016-02-28,P001,280,286,synthetic_operating_capacity
20160228,2016-02-28,P002,450,459,synthetic_operating_capacity
20160229,2016-02-29,P001,280,286,synthetic_operating_capacity
20160229,2016-02-29,P002,450,459,synthetic_operating_capacity
20160301,2016-03-01,P001,280,280,synthetic_operating_capacity
20160301,2016-03-01,P002,450,450,synthetic_operating_capacity
20160302,2016-03-02,P001,280,280,synthetic_operating_capacity
20160302,2016-03-02,P002,450,450,synthetic_operating_capacity
20160303,2016-03-03,P001,280,280,synthetic_operating_capacity
20160303,2016-03-03,P002,450,450,synthetic_operating_capacity
20160304,2016-03-04,P001,280,280,synthetic_operating_capacity
20160304,2016-03-04,P002,450,450,synthetic_operating_capacity
20160305,2016-03-05,P001,280,280,synthetic_operating_capacity
20160305,2016-03-05,P002,450,450,synthetic_operating_capacity
20160306,2016-03-06,P001,280,280,synthetic_operating_capacity
20160306,2016-03-06,P002,450,450,synthetic_operating_capacity
20160307,2016-03-07,P001,280,280,synthetic_operating_capacity
20160307,2016-03-07,P002,450,450,synthetic_operating_capacity
20160308,2016-03-08,P001,280,280,synthetic_operating_capacity
20160308,2016-03-08,P002,450,450,synthetic_operating_capacity
20160309,2016-03-09,P001,280,280,synthetic_operating_capacity
20160309,2016-03-09,P002,450,450,synthetic_operating_capacity
20160310,2016-03-10,P001,280,280,synthetic_operating_capacity
20160310,2016-03-10,P002,450,450,synthetic_operating_capacity
20160311,2016-03-11,P001,280,280,synthetic_operating_capacity
20160311,2016-03-11,P002,450,450,synthetic_operating_capacity
20160312,2016-03-12,P001,280,280,synthetic_operating_capacity
20160312,2016-03-12,P002,450,450,synthetic_operating_capacity
20160313,2016-03-13,P001,280,280,synthetic_operating_capacity
20160313,2016-03-13,P002,450,450,synthetic_operating_capacity
20160314,2016-03-14,P001,280,280,synthetic_operating_capacity
20160314,2016-03-14,P002,450,450,synthetic_operating_capacity
20160315,2016-03-15,P001,280,280,synthetic_operating_capacity
20160315,2016-03-15,P002,450,450,synthetic_operating_capacity
20160316,2016-03-16,P001,280,280,synthetic_operating_capacity
20160316,2016-03-16,P002,450,450,synthetic_operating_capacity
20160317,2016-03-17,P001,280,280,synthetic_operating_capacity
20160317,2016-03-17,P002,450,450,synthetic_operating_capacity
20160318,2016-03-18,P001,280,280,synthetic_operating_capacity
20160318,2016-03-18,P002,450,450,synthetic_operating_capacity
20160319,2016-03-19,P001,280,280,synthetic_operating_capacity
20160319,2016-03-19,P002,450,450,synthetic_operating_capacity
20160320,2016-03-20,P001,280,280,synthetic_operating_capacity
20160320,2016-03-20,P002,450,450,synthetic_operating_capacity
20160321,2016-03-21,P001,280,280,synthetic_operating_capacity
20160321,2016-03-21,P002,450,450,synthetic_operating_capacity
20160322,2016-03-22,P001,280,280,synthetic_operating_capacity
20160322,2016-03-22,P002,450,450,synthetic_operating_capacity
20160323,2016-03-23,P001,280,280,synthetic_operating_capacity
20160323,2016-03-23,P002,450,450,synthetic_operating_capacity
20160324,2016-03-24,P001,280,280,synthetic_operating_capacity
20160324,2016-03-24,P002,450,450,synthetic_operating_capacity
20160325,2016-03-25,P001,280,280,synthetic_operating_capacity
20160325,2016-03-25,P002,450,450,synthetic_operating_capacity
20160326,2016-03-26,P001,280,280,synthetic_operating_capacity
20160326,2016-03-26,P002,450,450,synthetic_operating_capacity
20160327,2016-03-27,P001,280,280,synthetic_operating_capacity
20160327,2016-03-27,P002,450,450,synthetic_operating_capacity
20160328,2016-03-28,P001,280,280,synthetic_operating_capacity
20160328,2016-03-28,P002,450,450,synthetic_operating_capacity
20160329,2016-03-29,P001,280,280,synthetic_operating_capacity
20160329,2016-03-29,P002,450,450,synthetic_operating_capacity
20160330,2016-03-30,P001,280,280,synthetic_operating_capacity
20160330,2016-03-30,P002,450,450,synthetic_operating_capacity
20160331,2016-03-31,P001,280,280,synthetic_operating_capacity
20160331,2016-03-31,P002,450,450,synthetic_operating_capacity
20160401,2016-04-01,P001,280,280,synthetic_operating_capacity
20160401,2016-04-01,P002,450,450,synthetic_operating_capacity
20160402,2016-04-02,P001,280,280,synthetic_operating_capacity
20160402,2016-04-02,P002,450,450,synthetic_operating_capacity
20160403,2016-04-03,P001,280,280,synthetic_operating_capacity
20160403,2016-04-03,P002,450,450,synthetic_operating_capacity
20160404,2016-04-04,P001,280,280,synthetic_operating_capacity
20160404,2016-04-04,P002,450,450,synthetic_operating_capacity
20160405,2016-04-05,P001,280,280,synthetic_operating_capacity
20160405,2016-04-05,P002,450,450,synthetic_operating_capacity
20160406,2016-04-06,P001,280,280,synthetic_operating_capacity
20160406,2016-04-06,P002,450,450,synthetic_operating_capacity
20160407,2016-04-07,P001,280,280,synthetic_operating_capacity
20160407,2016-04-07,P002,450,450,synthetic_operating_capacity
20160408,2016-04-08,P001,280,280,synthetic_operating_capacity
20160408,2016-04-08,P002,450,450,synthetic_operating_capacity
20160409,2016-04-09,P001,280,280,synthetic_operating_capacity
20160409,2016-04-09,P002,450,450,synthetic_operating_capacity
20160410,2016-04-10,P001,280,280,synthetic_operating_capacity
20160410,2016-04-10,P002,450,450,synthetic_operating_capacity
20160411,2016-04-11,P001,280,280,synthetic_operating_capacity
20160411,2016-04-11,P002,450,450,synthetic_operating_capacity
20160412,2016-04-12,P001,280,280,synthetic_operating_capacity
20160412,2016-04-12,P002,450,450,synthetic_operating_capacity
20160413,2016-04-13,P001,280,280,synthetic_operating_capacity
20160413,2016-04-13,P002,450,450,synthetic_operating_capacity
20160414,2016-04-14,P001,280,280,synthetic_operating_capacity
20160414,2016-04-14,P002,450,450,synthetic_operating_capacity
20160415,2016-04-15,P001,280,280,synthetic_operating_capacity
20160415,2016-04-15,P002,450,450,synthetic_operating_capacity
20160416,2016-04-16,P001,280,280,synthetic_operating_capacity
20160416,2016-04-16,P002,450,450,synthetic_operating_capacity
20160417,2016-04-17,P001,280,280,synthetic_operating_capacity
20160417,2016-04-17,P002,450,450,synthetic_operating_capacity
20160418,2016-04-18,P001,280,280,synthetic_operating_capacity
20160418,2016-04-18,P002,450,450,synthetic_operating_capacity
20160419,2016-04-19,P001,280,280,synthetic_operating_capacity
20160419,2016-04-19,P002,450,450,synthetic_operating_capacity
20160420,2016-04-20,P001,280,280,synthetic_operating_capacity
20160420,2016-04-20,P002,450,450,synthetic_operating_capacity
20160421,2016-04-21,P001,280,280,synthetic_operating_capacity
20160421,2016-04-21,P002,450,450,synthetic_operating_capacity
20160422,2016-04-22,P001,280,280,synthetic_operating_capacity
20160422,2016-04-22,P002,450,450,synthetic_operating_capacity
20160423,2016-04-23,P001,280,280,synthetic_operating_capacity
20160423,2016-04-23,P002,450,450,synthetic_operating_capacity
20160424,2016-04-24,P001,280,280,synthetic_operating_capacity
20160424,2016-04-24,P002,450,450,synthetic_operating_capacity
20160425,2016-04-25,P001,280,280,synthetic_operating_capacity
20160425,2016-04-25,P002,450,450,synthetic_operating_capacity
20160426,2016-04-26,P001,280,280,synthetic_operating_capacity
20160426,2016-04-26,P002,450,450,synthetic_operating_capacity
20160427,2016-04-27,P001,280,280,synthetic_operating_capacity
20160427,2016-04-27,P002,450,450,synthetic_operating_capacity
20160428,2016-04-28,P001,280,280,synthetic_operating_capacity
20160428,2016-04-28,P002,450,450,synthetic_operating_capacity
20160429,2016-04-29,P001,280,280,synthetic_operating_capacity
20160429,2016-04-29,P002,450,450,synthetic_operating_capacity
20160430,2016-04-30,P001,280,280,synthetic_operating_capacity
20160430,2016-04-30,P002,450,450,synthetic_operating_capacity
20160501,2016-05-01,P001,280,280,synthetic_operating_capacity
20160501,2016-05-01,P002,450,450,synthetic_operating_capacity
20160502,2016-05-02,P001,280,280,synthetic_operating_capacity
20160502,2016-05-02,P002,450,450,synthetic_operating_capacity
20160503,2016-05-03,P001,280,280,synthetic_operating_capacity
20160503,2016-05-03,P002,450,450,synthetic_operating_capacity
20160504,2016-05-04,P001,280,280,synthetic_operating_capacity
20160504,2016-05-04,P002,450,450,synthetic_operating_capacity
20160505,2016-05-05,P001,280,280,synthetic_operating_capacity
20160505,2016-05-05,P002,450,450,synthetic_operating_capacity
20160506,2016-05-06,P001,280,280,synthetic_operating_capacity
20160506,2016-05-06,P002,450,450,synthetic_operating_capacity
20160507,2016-05-07,P001,280,280,synthetic_operating_capacity
20160507,2016-05-07,P002,450,450,synthetic_operating_capacity
20160508,2016-05-08,P001,280,280,synthetic_operating_capacity
20160508,2016-05-08,P002,450,450,synthetic_operating_capacity
20160509,2016-05-09,P001,280,280,synthetic_operating_capacity
20160509,2016-05-09,P002,450,450,synthetic_operating_capacity
20160510,2016-05-10,P001,280,280,synthetic_operating_capacity
20160510,2016-05-10,P002,450,450,synthetic_operating_capacity
20160511,2016-05-11,P001,280,280,synthetic_operating_capacity
20160511,2016-05-11,P002,450,450,synthetic_operating_capacity
20160512,2016-05-12,P001,280,280,synthetic_operating_capacity
20160512,2016-05-12,P002,450,450,synthetic_operating_capacity
20160513,2016-05-13,P001,280,280,synthetic_operating_capacity
20160513,2016-05-13,P002,450,450,synthetic_operating_capacity
20160514,2016-05-14,P001,280,280,synthetic_operating_capacity
20160514,2016-05-14,P002,450,450,synthetic_operating_capacity
20160515,2016-05-15,P001,280,280,synthetic_operating_capacity
20160515,2016-05-15,P002,450,450,synthetic_operating_capacity
20160516,2016-05-16,P001,280,280,synthetic_operating_capacity
20160516,2016-05-16,P002,450,450,synthetic_operating_capacity
20160517,2016-05-17,P001,280,280,synthetic_operating_capacity
20160517,2016-05-17,P002,450,450,synthetic_operating_capacity
20160518,2016-05-18,P001,280,280,synthetic_operating_capacity
20160518,2016-05-18,P002,450,450,synthetic_operating_capacity
20160519,2016-05-19,P001,280,280,synthetic_operating_capacity
20160519,2016-05-19,P002,450,450,synthetic_operating_capacity
20160520,2016-05-20,P001,280,280,synthetic_operating_capacity
20160520,2016-05-20,P002,450,450,synthetic_operating_capacity
20160521,2016-05-21,P001,280,280,synthetic_operating_capacity
20160521,2016-05-21,P002,450,450,synthetic_operating_capacity
20160522,2016-05-22,P001,280,280,synthetic_operating_capacity
20160522,2016-05-22,P002,450,450,synthetic_operating_capacity
20160523,2016-05-23,P001,280,280,synthetic_operating_capacity
20160523,2016-05-23,P002,450,450,synthetic_operating_capacity
20160524,2016-05-24,P001,280,280,synthetic_operating_capacity
20160524,2016-05-24,P002,450,450,synthetic_operating_capacity
20160525,2016-05-25,P001,280,280,synthetic_operating_capacity
20160525,2016-05-25,P002,450,450,synthetic_operating_capacity
20160526,2016-05-26,P001,280,280,synthetic_operating_capacity
20160526,2016-05-26,P002,450,450,synthetic_operating_capacity
20160527,2016-05-27,P001,280,280,synthetic_operating_capacity
20160527,2016-05-27,P002,450,450,synthetic_operating_capacity
20160528,2016-05-28,P001,280,280,synthetic_operating_capacity
20160528,2016-05-28,P002,450,450,synthetic_operating_capacity
20160529,2016-05-29,P001,280,280,synthetic_operating_capacity
20160529,2016-05-29,P002,450,450,synthetic_operating_capacity
20160530,2016-05-30,P001,280,280,synthetic_operating_capacity
20160530,2016-05-30,P002,450,450,synthetic_operating_capacity
20160531,2016-05-31,P001,280,280,synthetic_operating_capacity
20160531,2016-05-31,P002,450,450,synthetic_operating_capacity
20160601,2016-06-01,P001,280,274,synthetic_operating_capacity
20160601,2016-06-01,P002,450,441,synthetic_operating_capacity
20160602,2016-06-02,P001,280,274,synthetic_operating_capacity
20160602,2016-06-02,P002,450,441,synthetic_operating_capacity
20160603,2016-06-03,P001,280,274,synthetic_operating_capacity
20160603,2016-06-03,P002,450,441,synthetic_operating_capacity
20160604,2016-06-04,P001,280,274,synthetic_operating_capacity
20160604,2016-06-04,P002,450,441,synthetic_operating_capacity
20160605,2016-06-05,P001,280,274,synthetic_operating_capacity
20160605,2016-06-05,P002,450,441,synthetic_operating_capacity
20160606,2016-06-06,P001,280,274,synthetic_operating_capacity
20160606,2016-06-06,P002,450,441,synthetic_operating_capacity
20160607,2016-06-07,P001,280,274,synthetic_operating_capacity
20160607,2016-06-07,P002,450,441,synthetic_operating_capacity
20160608,2016-06-08,P001,280,274,synthetic_operating_capacity
20160608,2016-06-08,P002,450,441,synthetic_operating_capacity
20160609,2016-06-09,P001,280,274,synthetic_operating_capacity
20160609,2016-06-09,P002,450,441,synthetic_operating_capacity
20160610,2016-06-10,P001,280,274,synthetic_operating_capacity
20160610,2016-06-10,P002,450,441,synthetic_operating_capacity
20160611,2016-06-11,P001,280,274,synthetic_operating_capacity
20160611,2016-06-11,P002,450,441,synthetic_operating_capacity
20160612,2016-06-12,P001,280,274,synthetic_operating_capacity
20160612,2016-06-12,P002,450,441,synthetic_operating_capacity
20160613,2016-06-13,P001,280,274,synthetic_operating_capacity
20160613,2016-06-13,P002,450,441,synthetic_operating_capacity
20160614,2016-06-14,P001,280,274,synthetic_operating_capacity
20160614,2016-06-14,P002,450,441,synthetic_operating_capacity
20160615,2016-06-15,P001,280,274,synthetic_operating_capacity
20160615,2016-06-15,P002,450,441,synthetic_operating_capacity
20160616,2016-06-16,P001,280,274,synthetic_operating_capacity
20160616,2016-06-16,P002,450,441,synthetic_operating_capacity
20160617,2016-06-17,P001,280,274,synthetic_operating_capacity
20160617,2016-06-17,P002,450,441,synthetic_operating_capacity
20160618,2016-06-18,P001,280,274,synthetic_operating_capacity
20160618,2016-06-18,P002,450,441,synthetic_operating_capacity
20160619,2016-06-19,P001,280,274,synthetic_operating_capacity
20160619,2016-06-19,P002,450,441,synthetic_operating_capacity
20160620,2016-06-20,P001,280,274,synthetic_operating_capacity
20160620,2016-06-20,P002,450,441,synthetic_operating_capacity
20160621,2016-06-21,P001,280,274,synthetic_operating_capacity
20160621,2016-06-21,P002,450,441,synthetic_operating_capacity
20160622,2016-06-22,P001,280,274,synthetic_operating_capacity
20160622,2016-06-22,P002,450,441,synthetic_operating_capacity
20160623,2016-06-23,P001,280,274,synthetic_operating_capacity
20160623,2016-06-23,P002,450,441,synthetic_operating_capacity
20160624,2016-06-24,P001,280,274,synthetic_operating_capacity
20160624,2016-06-24,P002,450,441,synthetic_operating_capacity
20160625,2016-06-25,P001,280,274,synthetic_operating_capacity
20160625,2016-06-25,P002,450,441,synthetic_operating_capacity
20160626,2016-06-26,P001,280,274,synthetic_operating_capacity
20160626,2016-06-26,P002,450,441,synthetic_operating_capacity
20160627,2016-06-27,P001,280,274,synthetic_operating_capacity
20160627,2016-06-27,P002,450,441,synthetic_operating_capacity
20160628,2016-06-28,P001,280,274,synthetic_operating_capacity
20160628,2016-06-28,P002,450,441,synthetic_operating_capacity
20160629,2016-06-29,P001,280,274,synthetic_operating_capacity
20160629,2016-06-29,P002,450,441,synthetic_operating_capacity
20160630,2016-06-30,P001,280,274,synthetic_operating_capacity
20160630,2016-06-30,P002,450,441,synthetic_operating_capacity
20160701,2016-07-01,P001,280,274,synthetic_operating_capacity
20160701,2016-07-01,P002,450,441,synthetic_operating_capacity
20160702,2016-07-02,P001,280,274,synthetic_operating_capacity
20160702,2016-07-02,P002,450,441,synthetic_operating_capacity
20160703,2016-07-03,P001,280,274,synthetic_operating_capacity
20160703,2016-07-03,P002,450,441,synthetic_operating_capacity
20160704,2016-07-04,P001,280,274,synthetic_operating_capacity
20160704,2016-07-04,P002,450,441,synthetic_operating_capacity
20160705,2016-07-05,P001,280,274,synthetic_operating_capacity
20160705,2016-07-05,P002,450,441,synthetic_operating_capacity
20160706,2016-07-06,P001,280,274,synthetic_operating_capacity
20160706,2016-07-06,P002,450,441,synthetic_operating_capacity
20160707,2016-07-07,P001,280,274,synthetic_operating_capacity
20160707,2016-07-07,P002,450,441,synthetic_operating_capacity
20160708,2016-07-08,P001,280,274,synthetic_operating_capacity
20160708,2016-07-08,P002,450,441,synthetic_operating_capacity
20160709,2016-07-09,P001,280,274,synthetic_operating_capacity
20160709,2016-07-09,P002,450,441,synthetic_operating_capacity
20160710,2016-07-10,P001,280,274,synthetic_operating_capacity
20160710,2016-07-10,P002,450,441,synthetic_operating_capacity
20160711,2016-07-11,P001,280,274,synthetic_operating_capacity
20160711,2016-07-11,P002,450,441,synthetic_operating_capacity
20160712,2016-07-12,P001,280,274,synthetic_operating_capacity
20160712,2016-07-12,P002,450,441,synthetic_operating_capacity
20160713,2016-07-13,P001,280,274,synthetic_operating_capacity
20160713,2016-07-13,P002,450,441,synthetic_operating_capacity
20160714,2016-07-14,P001,280,274,synthetic_operating_capacity
20160714,2016-07-14,P002,450,441,synthetic_operating_capacity
20160715,2016-07-15,P001,280,274,synthetic_operating_capacity
20160715,2016-07-15,P002,450,441,synthetic_operating_capacity
20160716,2016-07-16,P001,280,274,synthetic_operating_capacity
20160716,2016-07-16,P002,450,441,synthetic_operating_capacity
20160717,2016-07-17,P001,280,274,synthetic_operating_capacity
20160717,2016-07-17,P002,450,441,synthetic_operating_capacity
20160718,2016-07-18,P001,280,274,synthetic_operating_capacity
20160718,2016-07-18,P002,450,441,synthetic_operating_capacity
20160719,2016-07-19,P001,280,274,synthetic_operating_capacity
20160719,2016-07-19,P002,450,441,synthetic_operating_capacity
20160720,2016-07-20,P001,280,274,synthetic_operating_capacity
20160720,2016-07-20,P002,450,441,synthetic_operating_capacity
20160721,2016-07-21,P001,280,274,synthetic_operating_capacity
20160721,2016-07-21,P002,450,441,synthetic_operating_capacity
20160722,2016-07-22,P001,280,274,synthetic_operating_capacity
20160722,2016-07-22,P002,450,441,synthetic_operating_capacity
20160723,2016-07-23,P001,280,274,synthetic_operating_capacity
20160723,2016-07-23,P002,450,441,synthetic_operating_capacity
20160724,2016-07-24,P001,280,274,synthetic_operating_capacity
20160724,2016-07-24,P002,450,441,synthetic_operating_capacity
20160725,2016-07-25,P001,280,274,synthetic_operating_capacity
20160725,2016-07-25,P002,450,441,synthetic_operating_capacity
20160726,2016-07-26,P001,280,274,synthetic_operating_capacity
20160726,2016-07-26,P002,450,441,synthetic_operating_capacity
20160727,2016-07-27,P001,280,274,synthetic_operating_capacity
20160727,2016-07-27,P002,450,441,synthetic_operating_capacity
20160728,2016-07-28,P001,280,274,synthetic_operating_capacity
20160728,2016-07-28,P002,450,441,synthetic_operating_capacity
20160729,2016-07-29,P001,280,274,synthetic_operating_capacity
20160729,2016-07-29,P002,450,441,synthetic_operating_capacity
20160730,2016-07-30,P001,280,274,synthetic_operating_capacity
20160730,2016-07-30,P002,450,441,synthetic_operating_capacity
20160731,2016-07-31,P001,280,274,synthetic_operating_capacity
20160731,2016-07-31,P002,450,441,synthetic_operating_capacity
20160801,2016-08-01,P001,280,274,synthetic_operating_capacity
20160801,2016-08-01,P002,450,441,synthetic_operating_capacity
20160802,2016-08-02,P001,280,274,synthetic_operating_capacity
20160802,2016-08-02,P002,450,441,synthetic_operating_capacity
20160803,2016-08-03,P001,280,274,synthetic_operating_capacity
20160803,2016-08-03,P002,450,441,synthetic_operating_capacity
20160804,2016-08-04,P001,280,274,synthetic_operating_capacity
20160804,2016-08-04,P002,450,441,synthetic_operating_capacity
20160805,2016-08-05,P001,280,274,synthetic_operating_capacity
20160805,2016-08-05,P002,450,441,synthetic_operating_capacity
20160806,2016-08-06,P001,280,274,synthetic_operating_capacity
20160806,2016-08-06,P002,450,441,synthetic_operating_capacity
20160807,2016-08-07,P001,280,274,synthetic_operating_capacity
20160807,2016-08-07,P002,450,441,synthetic_operating_capacity
20160808,2016-08-08,P001,280,274,synthetic_operating_capacity
20160808,2016-08-08,P002,450,441,synthetic_operating_capacity
20160809,2016-08-09,P001,280,274,synthetic_operating_capacity
20160809,2016-08-09,P002,450,441,synthetic_operating_capacity
20160810,2016-08-10,P001,280,274,synthetic_operating_capacity
20160810,2016-08-10,P002,450,441,synthetic_operating_capacity
20160811,2016-08-11,P001,280,274,synthetic_operating_capacity
20160811,2016-08-11,P002,450,441,synthetic_operating_capacity
20160812,2016-08-12,P001,280,274,synthetic_operating_capacity
20160812,2016-08-12,P002,450,441,synthetic_operating_capacity
20160813,2016-08-13,P001,280,274,synthetic_operating_capacity
20160813,2016-08-13,P002,450,441,synthetic_operating_capacity
20160814,2016-08-14,P001,280,274,synthetic_operating_capacity
20160814,2016-08-14,P002,450,441,synthetic_operating_capacity
20160815,2016-08-15,P001,280,274,synthetic_operating_capacity
20160815,2016-08-15,P002,450,441,synthetic_operating_capacity
20160816,2016-08-16,P001,280,274,synthetic_operating_capacity
20160816,2016-08-16,P002,450,441,synthetic_operating_capacity
20160817,2016-08-17,P001,280,274,synthetic_operating_capacity
20160817,2016-08-17,P002,450,441,synthetic_operating_capacity
20160818,2016-08-18,P001,280,274,synthetic_operating_capacity
20160818,2016-08-18,P002,450,441,synthetic_operating_capacity
20160819,2016-08-19,P001,280,274,synthetic_operating_capacity
20160819,2016-08-19,P002,450,441,synthetic_operating_capacity
20160820,2016-08-20,P001,280,274,synthetic_operating_capacity
20160820,2016-08-20,P002,450,441,synthetic_operating_capacity
20160821,2016-08-21,P001,280,274,synthetic_operating_capacity
20160821,2016-08-21,P002,450,441,synthetic_operating_capacity
20160822,2016-08-22,P001,280,274,synthetic_operating_capacity
20160822,2016-08-22,P002,450,441,synthetic_operating_capacity
20160823,2016-08-23,P001,280,274,synthetic_operating_capacity
20160823,2016-08-23,P002,450,441,synthetic_operating_capacity
20160824,2016-08-24,P001,280,274,synthetic_operating_capacity
20160824,2016-08-24,P002,450,441,synthetic_operating_capacity
20160825,2016-08-25,P001,280,274,synthetic_operating_capacity
20160825,2016-08-25,P002,450,441,synthetic_operating_capacity
20160826,2016-08-26,P001,280,274,synthetic_operating_capacity
20160826,2016-08-26,P002,450,441,synthetic_operating_capacity
20160827,2016-08-27,P001,280,274,synthetic_operating_capacity
20160827,2016-08-27,P002,450,441,synthetic_operating_capacity
20160828,2016-08-28,P001,280,274,synthetic_operating_capacity
20160828,2016-08-28,P002,450,441,synthetic_operating_capacity
20160829,2016-08-29,P001,280,274,synthetic_operating_capacity
20160829,2016-08-29,P002,450,441,synthetic_operating_capacity
20160830,2016-08-30,P001,280,274,synthetic_operating_capacity
20160830,2016-08-30,P002,450,441,synthetic_operating_capacity
20160831,2016-08-31,P001,280,274,synthetic_operating_capacity
20160831,2016-08-31,P002,450,441,synthetic_operating_capacity
20160901,2016-09-01,P001,280,280,synthetic_operating_capacity
20160901,2016-09-01,P002,450,450,synthetic_operating_capacity
20160902,2016-09-02,P001,280,280,synthetic_operating_capacity
20160902,2016-09-02,P002,450,450,synthetic_operating_capacity
20160903,2016-09-03,P001,280,280,synthetic_operating_capacity
20160903,2016-09-03,P002,450,450,synthetic_operating_capacity
20160904,2016-09-04,P001,280,280,synthetic_operating_capacity
20160904,2016-09-04,P002,450,450,synthetic_operating_capacity
20160905,2016-09-05,P001,280,280,synthetic_operating_capacity
20160905,2016-09-05,P002,450,450,synthetic_operating_capacity
20160906,2016-09-06,P001,280,280,synthetic_operating_capacity
20160906,2016-09-06,P002,450,450,synthetic_operating_capacity
20160907,2016-09-07,P001,280,280,synthetic_operating_capacity
20160907,2016-09-07,P002,450,450,synthetic_operating_capacity
20160908,2016-09-08,P001,280,280,synthetic_operating_capacity
20160908,2016-09-08,P002,450,450,synthetic_operating_capacity
20160909,2016-09-09,P001,280,280,synthetic_operating_capacity
20160909,2016-09-09,P002,450,450,synthetic_operating_capacity
20160910,2016-09-10,P001,280,280,synthetic_operating_capacity
20160910,2016-09-10,P002,450,450,synthetic_operating_capacity
20160911,2016-09-11,P001,280,280,synthetic_operating_capacity
20160911,2016-09-11,P002,450,450,synthetic_operating_capacity
20160912,2016-09-12,P001,280,280,synthetic_operating_capacity
20160912,2016-09-12,P002,450,450,synthetic_operating_capacity
20160913,2016-09-13,P001,280,280,synthetic_operating_capacity
20160913,2016-09-13,P002,450,450,synthetic_operating_capacity
20160914,2016-09-14,P001,280,280,synthetic_operating_capacity
20160914,2016-09-14,P002,450,450,synthetic_operating_capacity
20160915,2016-09-15,P001,280,280,synthetic_operating_capacity
20160915,2016-09-15,P002,450,450,synthetic_operating_capacity
20160916,2016-09-16,P001,280,280,synthetic_operating_capacity
20160916,2016-09-16,P002,450,450,synthetic_operating_capacity
20160917,2016-09-17,P001,280,280,synthetic_operating_capacity
20160917,2016-09-17,P002,450,450,synthetic_operating_capacity
20160918,2016-09-18,P001,280,280,synthetic_operating_capacity
20160918,2016-09-18,P002,450,450,synthetic_operating_capacity
20160919,2016-09-19,P001,280,280,synthetic_operating_capacity
20160919,2016-09-19,P002,450,450,synthetic_operating_capacity
20160920,2016-09-20,P001,280,280,synthetic_operating_capacity
20160920,2016-09-20,P002,450,450,synthetic_operating_capacity
20160921,2016-09-21,P001,280,280,synthetic_operating_capacity
20160921,2016-09-21,P002,450,450,synthetic_operating_capacity
20160922,2016-09-22,P001,280,280,synthetic_operating_capacity
20160922,2016-09-22,P002,450,450,synthetic_operating_capacity
20160923,2016-09-23,P001,280,280,synthetic_operating_capacity
20160923,2016-09-23,P002,450,450,synthetic_operating_capacity
20160924,2016-09-24,P001,280,280,synthetic_operating_capacity
20160924,2016-09-24,P002,450,450,synthetic_operating_capacity
20160925,2016-09-25,P001,280,280,synthetic_operating_capacity
20160925,2016-09-25,P002,450,450,synthetic_operating_capacity
20160926,2016-09-26,P001,280,280,synthetic_operating_capacity
20160926,2016-09-26,P002,450,450,synthetic_operating_capacity
20160927,2016-09-27,P001,280,280,synthetic_operating_capacity
20160927,2016-09-27,P002,450,450,synthetic_operating_capacity
20160928,2016-09-28,P001,280,280,synthetic_operating_capacity
20160928,2016-09-28,P002,450,450,synthetic_operating_capacity
20160929,2016-09-29,P001,280,280,synthetic_operating_capacity
20160929,2016-09-29,P002,450,450,synthetic_operating_capacity
20160930,2016-09-30,P001,280,280,synthetic_operating_capacity
20160930,2016-09-30,P002,450,450,synthetic_operating_capacity
20161001,2016-10-01,P001,280,280,synthetic_operating_capacity
20161001,2016-10-01,P002,450,450,synthetic_operating_capacity
20161002,2016-10-02,P001,280,280,synthetic_operating_capacity
20161002,2016-10-02,P002,450,450,synthetic_operating_capacity
20161003,2016-10-03,P001,280,280,synthetic_operating_capacity
20161003,2016-10-03,P002,450,450,synthetic_operating_capacity
20161004,2016-10-04,P001,280,280,synthetic_operating_capacity
20161004,2016-10-04,P002,450,450,synthetic_operating_capacity
20161005,2016-10-05,P001,280,280,synthetic_operating_capacity
20161005,2016-10-05,P002,450,450,synthetic_operating_capacity
20161006,2016-10-06,P001,280,280,synthetic_operating_capacity
20161006,2016-10-06,P002,450,450,synthetic_operating_capacity
20161007,2016-10-07,P001,280,280,synthetic_operating_capacity
20161007,2016-10-07,P002,450,450,synthetic_operating_capacity
