date_id,date,year,month_number,month_name,quarter,year_month,day_of_week,is_weekend
20160813,2016-08-13,2016,8,August,Q3,2016-08,Saturday,1
20160814,2016-08-14,2016,8,August,Q3,2016-08,Sunday,1
20160815,2016-08-15,2016,8,August,Q3,2016-08,Monday,0
20160816,2016-08-16,2016,8,August,Q3,2016-08,Tuesday,0
20160817,2016-08-17,2016,8,August,Q3,2016-08,Wednesday,0
20160818,2016-08-18,2016,8,August,Q3,2016-08,Thursday,0
20160819,2016-08-19,2016,8,August,Q3,2016-08,Friday,0
20160820,2016-08-20,2016,8,August,Q3,2016-08,Saturday,1
20160821,2016-08-21,2016,8,August,Q3,2016-08,Sunday,1
20160822,2016-08-22,2016,8,August,Q3,2016-08,Monday,0
20160823,2016-08-23,2016,8,August,Q3,2016-08,Tuesday,0
20160824,2016-08-24,2016,8,August,Q3,2016-08,Wednesday,0
20160825,2016-08-25,2016,8,August,Q3,2016-08,Thursday,0
20160826,2016-08-26,2016,8,August,Q3,2016-08,Friday,0
20160827,2016-08-27,2016,8,August,Q3,2016-08,Saturday,1
20160828,2016-08-28,2016,8,August,Q3,2016-08,Sunday,1
20160829,2016-08-29,2016,8,August,Q3,2016-08,Monday,0
20160830,2016-08-30,2016,8,August,Q3,2016-08,Tuesday,0
20160831,2016-08-31,2016,8,August,Q3,2016-08,Wednesday,0
20160901,2016-09-01,2016,9,September,Q3,2016-09,Thursday,0
20160902,2016-09-02,2016,9,September,Q3,2016-09,Friday,0
20160903,2016-09-03,2016,9,September,Q3,2016-09,Saturday,1
20160904,2016-09-04,2016,9,September,Q3,2016-09,Sunday,1
20160905,2016-09-05,2016,9,September,Q3,2016-09,Monday,0
20160906,2016-09-06,2016,9,September,Q3,2016-09,Tuesday,0
20160907,2016-09-07,2016,9,September,Q3,2016-09,Wednesday,0
20160908,2016-09-08,2016,9,September,Q3,2016-09,Thursday,0
20160909,2016-09-09,2016,9,September,Q3,2016-09,Friday,0
20160910,2016-09-10,2016,9,September,Q3,2016-09,Saturday,1
20160911,2016-09-11,2016,9,September,Q3,2016-09,Sunday,1
20160912,2016-09-12,2016,9,September,Q3,2016-09,Monday,0
20160913,2016-09-13,2016,9,September,Q3,2016-09,Tuesday,0
20160914,2016-09-14,2016,9,September,Q3,2016-09,Wednesday,0
20160915,2016-09-15,2016,9,September,Q3,2016-09,Thursday,0
20160916,2016-09-16,2016,9,September,Q3,2016-09,Friday,0
20160917,2016-09-17,2016,9,September,Q3,2016-09,Saturday,1
20160918,2016-09-18,2016,9,September,Q3,2016-09,Sunday,1
20160919,2016-09-19,2016,9,September,Q3,2016-09,Monday,0
20160920,2016-09-20,2016,9,September,Q3,2016-09,Tuesday,0
20160921,2016-09-21,2016,9,September,Q3,2016-09,Wednesday,0
20160922,2016-09-22,2016,9,September,Q3,2016-09,Thursday,0
20160923,2016-09-23,2016,9,September,Q3,2016-09,Friday,0
20160924,2016-09-24,2016,9,September,Q3,2016-09,Saturday,1
20160925,2016-09-25,2016,9,September,Q3,2016-09,Sunday,1
20160926,2016-09-26,2016,9,September,Q3,2016-09,Monday,0
20160927,2016-09-27,2016,9,September,Q3,2016-09,Tuesday,0
20160928,2016-09-28,2016,9,September,Q3,2016-09,Wednesday,0
20160929,2016-09-29,2016,9,September,Q3,2016-09,Thursday,0
20160930,2016-09-30,2016,9,September,Q3,2016-09,Friday,0
20161001,2016-10-01,2016,10,October,Q4,2016-10,Saturday,1
20161002,2016-10-02,2016,10,October,Q4,2016-10,Sunday,1
20161003,2016-10-03,2016,10,October,Q4,2016-10,Monday,0
20161004,2016-10-04,2016,10,October,Q4,2016-10,Tuesday,0
20161005,2016-10-05,2016,10,October,Q4,2016-10,Wednesday,0
20161006,2016-10-06,2016,10,October,Q4,2016-10,Thursday,0
20161007,2016-10-07,2016,10,October,Q4,2016-10,Friday,0
20161008,2016-10-08,2016,10,October,Q4,2016-10,Saturday,1
20161009,2016-10-09,2016,10,October,Q4,2016-10,Sunday,1
20161010,2016-10-10,2016,10,October,Q4,2016-10,Monday,0
20161011,2016-10-11,2016,10,October,Q4,2016-10,Tuesday,0
20161012,2016-10-12,2016,10,October,Q4,2016-10,Wednesday,0
20161013,2016-10-13,2016,10,October,Q4,2016-10,Thursday,0
20161014,2016-10-14,2016,10,October,Q4,2016-10,Friday,0
20161015,2016-10-15,2016,10,October,Q4,2016-10,Saturday,1
20161016,2016-10-16,2016,10,October,Q4,2016-10,Sunday,1
20161017,2016-10-17,2016,10,October,Q4,2016-10,Monday,0
20161018,2016-10-18,2016,10,October,Q4,2016-10,Tuesday,0
20161019,2016-10-19,2016,10,October,Q4,2016-10,Wednesday,0
20161020,2016-10-20,2016,10,October,Q4,2016-10,Thursday,0
20161021,2016-10-21,2016,10,October,Q4,2016-10,Friday,0
20161022,2016-10-22,2016,10,October,Q4,2016-10,Saturday,1
20161023,2016-10-23,2016,10,October,Q4,2016-10,Sunday,1
20161024,2016-10-24,2016,10,October,Q4,2016-10,Monday,0
20161025,2016-10-25,2016,10,October,Q4,2016-10,Tuesday,0
20161026,2016-10-26,2016,10,October,Q4,2016-10,Wednesday,0
20161027,2016-10-27,2016,10,October,Q4,2016-10,Thursday,0
20161028,2016-10-28,2016,10,October,Q4,2016-10,Friday,0
20161029,2016-10-29,2016,10,October,Q4,2016-10,Saturday,1
20161030,2016-10-30,2016,10,October,Q4,2016-10,Sunday,1
20161031,2016-10-31,2016,10,October,Q4,2016-10,Monday,0
20161101,2016-11-01,2016,11,November,Q4,2016-11,Tuesday,0
20161102,2016-11-02,2016,11,November,Q4,2016-11,Wednesday,0
20161103,2016-11-03,2016,11,November,Q4,2016-11,Thursday,0
20161104,2016-11-04,2016,11,November,Q4,2016-11,Friday,0
20161105,2016-11-05,2016,11,November,Q4,2016-11,Saturday,1
20161106,2016-11-06,2016,11,November,Q4,2016-11,Sunday,1
20161107,2016-11-07,2016,11,November,Q4,2016-11,Monday,0
20161108,2016-11-08,2016,11,November,Q4,2016-11,Tuesday,0
20161109,2016-11-09,2016,11,November,Q4,2016-11,Wednesday,0
20161110,2016-11-10,2016,11,November,Q4,2016-11,Thursday,0
20161111,2016-11-11,2016,11,November,Q4,2016-11,Friday,0
20161112,2016-11-12,2016,11,November,Q4,2016-11,Saturday,1
20161113,2016-11-13,2016,11,November,Q4,2016-11,Sunday,1
20161114,2016-11-14,2016,11,November,Q4,2016-11,Monday,0
20161115,2016-11-15,2016,11,November,Q4,2016-11,Tuesday,0
20161116,2016-11-16,2016,11,November,Q4,2016-11,Wednesday,0
20161117,2016-11-17,2016,11,November,Q4,2016-11,Thursday,0
20161118,2016-11-18,2016,11,November,Q4,2016-11,Friday,0
20161119,2016-11-19,2016,11,November,Q4,2016-11,Saturday,1
20161120,2016-11-20,2016,11,November,Q4,2016-11,Sunday,1
20161121,2016-11-21,2016,11,November,Q4,2016-11,Monday,0
20161122,2016-11-22,2016,11,November,Q4,2016-11,Tuesday,0
20161123,2016-11-23,2016,11,November,Q4,2016-11,Wednesday,0
20161124,2016-11-24,2016,11,November,Q4,2016-11,Thursday,0
20161125,2016-11-25,2016,11,November,Q4,2016-11,Friday,0
20161126,2016-11-26,2016,11,November,Q4,2016-11,Saturday,1
20161127,2016-11-27,2016,11,November,Q4,2016-11,Sunday,1
20161128,2016-11-28,2016,11,November,Q4,2016-11,Monday,0
20161129,2016-11-29,2016,11,November,Q4,2016-11,Tuesday,0
20161130,2016-11-30,2016,11,November,Q4,2016-11,Wednesday,0
20161201,2016-12-01,2016,12,December,Q4,2016-12,Thursday,0
20161202,2016-12-02,2016,12,December,Q4,2016-12,Friday,0
20161203,2016-12-03,2016,12,December,Q4,2016-12,Saturday,1
20161204,2016-12-04,2016,12,December,Q4,2016-12,Sunday,1
20161205,2016-12-05,2016,12,December,Q4,2016-12,Monday,0
20161206,2016-12-06,2016,12,December,Q4,2016-12,Tuesday,0
20161207,2016-12-07,2016,12,December,Q4,2016-12,Wednesday,0
20161208,2016-12-08,2016,12,December,Q4,2016-12,Thursday,0
20161209,2016-12-09,2016,12,December,Q4,2016-12,Friday,0
20161210,2016-12-10,2016,12,December,Q4,2016-12,Saturday,1
20161211,2016-12-11,2016,12,December,Q4,2016-12,Sunday,1
20161212,2016-12-12,2016,12,December,Q4,2016-12,Monday,0
20161213,2016-12-13,2016,12,December,Q4,2016-12,Tuesday,0
20161214,2016-12-14,2016,12,December,Q4,2016-12,Wednesday,0
20161215,2016-12-15,2016,12,December,Q4,2016-12,Thursday,0
20161216,2016-12-16,2016,12,December,Q4,2016-12,Friday,0
20161217,2016-12-17,2016,12,December,Q4,2016-12,Saturday,1
20161218,2016-12-18,2016,12,December,Q4,2016-12,Sunday,1
20161219,2016-12-19,2016,12,December,Q4,2016-12,Monday,0
20161220,2016-12-20,2016,12,December,Q4,2016-12,Tuesday,0
20161221,2016-12-21,2016,12,December,Q4,2016-12,Wednesday,0
20161222,2016-12-22,2016,12,December,Q4,2016-12,Thursday,0
20161223,2016-12-23,2016,12,December,Q4,2016-12,Friday,0
20161224,2016-12-24,2016,12,December,Q4,2016-12,Saturday,1
20161225,2016-12-25,2016,12,December,Q4,2016-12,Sunday,1
20161226,2016-12-26,2016,12,December,Q4,2016-12,Monday,0
20161227,2016-12-27,2016,12,December,Q4,2016-12,Tuesday,0
20161228,2016-12-28,2016,12,December,Q4,2016-12,Wednesday,0
20161229,2016-12-29,2016,12,December,Q4,2016-12,Thursday,0
20161230,2016-12-30,2016,12,December,Q4,2016-12,Friday,0
20161231,2016-12-31,2016,12,December,Q4,2016-12,Saturday,1
20170101,2017-01-01,2017,1,January,Q1,2017-01,Sunday,1
20170102,2017-01-02,2017,1,January,Q1,2017-01,Monday,0
20170103,2017-01-03,2017,1,January,Q1,2017-01,Tuesday,0
20170104,2017-01-04,2017,1,January,Q1,2017-01,Wednesday,0
20170105,2017-01-05,2017,1,January,Q1,2017-01,Thursday,0
20170106,2017-01-06,2017,1,January,Q1,2017-01,Friday,0
20170107,2017-01-07,2017,1,January,Q1,2017-01,Saturday,1
20170108,2017-01-08,2017,1,January,Q1,2017-01,Sunday,1
20170109,2017-01-09,2017,1,January,Q1,2017-01,Monday,0
20170110,2017-01-10,2017,1,January,Q1,2017-01,Tuesday,0
20170111,2017-01-11,2017,1,January,Q1,2017-01,Wednesday,0
20170112,2017-01-12,2017,1,January,Q1,2017-01,Thursday,0
20170113,2017-01-13,2017,1,January,Q1,2017-01,Friday,0
20170114,2017-01-14,2017,1,January,Q1,2017-01,Saturday,1
20170115,2017-01-15,2017,1,January,Q1,2017-01,Sunday,1
20170116,2017-01-16,2017,1,January,Q1,2017-01,Monday,0
20170117,2017-01-17,2017,1,January,Q1,2017-01,Tuesday,0
20170118,2017-01-18,2017,1,January,Q1,2017-01,Wednesday,0
20170119,2017-01-19,2017,1,January,Q1,2017-01,Thursday,0
20170120,2017-01-20,2017,1,January,Q1,2017-01,Friday,0
20170121,2017-01-21,2017,1,January,Q1,2017-01,Saturday,1
20170122,2017-01-22,2017,1,January,Q1,2017-01,Sunday,1
20170123,2017-01-23,2017,1,January,Q1,2017-01,Monday,0
20170124,2017-01-24,2017,1,January,Q1,2017-01,Tuesday,0
20170125,2017-01-25,2017,1,January,Q1,2017-01,Wednesday,0
20170126,2017-01-26,2017,1,January,Q1,2017-01,Thursday,0
20170127,2017-01-27,2017,1,January,Q1,2017-01,Friday,0
20170128,2017-01-28,2017,1,January,Q1,2017-01,Saturday,1
20170129,2017-01-29,2017,1,January,Q1,2017-01,Sunday,1
20170130,2017-01-30,2017,1,January,Q1,2017-01,Monday,0
20170131,2017-01-31,2017,1,January,Q1,2017-01,Tuesday,0
20170201,2017-02-01,2017,2,February,Q1,2017-02,Wednesday,0
20170202,2017-02-02,2017,2,February,Q1,2017-02,Thursday,0
20170203,2017-02-03,2017,2,February,Q1,2017-02,Friday,0
20170204,2017-02-04,2017,2,February,Q1,2017-02,Saturday,1
20170205,2017-02-05,2017,2,February,Q1,2017-02,Sunday,1
20170206,2017-02-06,2017,2,February,Q1,2017-02,Monday,0
20170207,2017-02-07,2017,2,February,Q1,2017-02,Tuesday,0
20170208,2017-02-08,2017,2,February,Q1,2017-02,Wednesday,0
20170209,2017-02-09,2017,2,February,Q1,2017-02,Thursday,0
20170210,2017-02-10,2017,2,February,Q1,2017-02,Friday,0
20170211,2017-02-11,2017,2,February,Q1,2017-02,Saturday,1
20170212,2017-02-12,2017,2,February,Q1,2017-02,Sunday,1
20170213,2017-02-13,2017,2,February,Q1,2017-02,Monday,0
20170214,2017-02-14,2017,2,February,Q1,2017-02,Tuesday,0
20170215,2017-02-15,2017,2,February,Q1,2017-02,Wednesday,0
20170216,2017-02-16,2017,2,February,Q1,2017-02,Thursday,0
20170217,2017-02-17,2017,2,February,Q1,2017-02,Friday,0
20170218,2017-02-18,2017,2,February,Q1,2017-02,Saturday,1
20170219,2017-02-19,2017,2,February,Q1,2017-02,Sunday,1
20170220,2017-02-20,2017,2,February,Q1,2017-02,Monday,0
20170221,2017-02-21,2017,2,February,Q1,2017-02,Tuesday,0
20170222,2017-02-22,2017,2,February,Q1,2017-02,Wednesday,0
20170223,2017-02-23,2017,2,February,Q1,2017-02,Thursday,0
20170224,2017-02-24,2017,2,February,Q1,2017-02,Friday,0
20170225,2017-02-25,2017,2,February,Q1,2017-02,Saturday,1
20170226,2017-02-26,2017,2,February,Q1,2017-02,Sunday,1
20170227,2017-02-27,2017,2,February,Q1,2017-02,Monday,0
20170228,2017-02-28,2017,2,February,Q1,2017-02,Tuesday,0
20170301,2017-03-01,2017,3,March,Q1,2017-03,Wednesday,0
20170302,2017-03-02,2017,3,March,Q1,2017-03,Thursday,0
20170303,2017-03-03,2017,3,March,Q1,2017-03,Friday,0
20170304,2017-03-04,2017,3,March,Q1,2017-03,Saturday,1
20170305,2017-03-05,2017,3,March,Q1,2017-03,Sunday,1
20170306,2017-03-06,2017,3,March,Q1,2017-03,Monday,0
20170307,2017-03-07,2017,3,March,Q1,2017-03,Tuesday,0
20170308,2017-03-08,2017,3,March,Q1,2017-03,Wednesday,0
20170309,2017-03-09,2017,3,March,Q1,2017-03,Thursday,0
20170310,2017-03-10,2017,3,March,Q1,2017-03,Friday,0
20170311,2017-03-11,2017,3,March,Q1,2017-03,Saturday,1
20170312,2017-03-12,2017,3,March,Q1,2017-03,Sunday,1
20170313,2017-03-13,2017,3,March,Q1,2017-03,Monday,0
20170314,2017-03-14,2017,3,March,Q1,2017-03,Tuesday,0
20170315,2017-03-15,2017,3,March,Q1,2017-03,Wednesday,0
20170316,2017-03-16,2017,3,March,Q1,2017-03,Thursday,0
20170317,2017-03-17,2017,3,March,Q1,2017-03,Friday,0
20170318,2017-03-18,2017,3,March,Q1,2017-03,Saturday,1
20170319,2017-03-19,2017,3,March,Q1,2017-03,Sunday,1
20170320,2017-03-20,2017,3,March,Q1,2017-03,Monday,0
20170321,2017-03-21,2017,3,March,Q1,2017-03,Tuesday,0
20170322,2017-03-22,2017,3,March,Q1,2017-03,Wednesday,0
20170323,2017-03-23,2017,3,March,Q1,2017-03,Thursday,0
20170324,2017-03-24,2017,3,March,Q1,2017-03,Friday,0
20170325,2017-03-25,2017,3,March,Q1,2017-03,Saturday,1
20170326,2017-03-26,2017,3,March,Q1,2017-03,Sunday,1
20170327,2017-03-27,2017,3,March,Q1,2017-03,Monday,0
20170328,2017-03-28,2017,3,March,Q1,2017-03,Tuesday,0
20170329,2017-03-29,2017,3,March,Q1,2017-03,Wednesday,0
20170330,2017-03-30,2017,3,March,Q1,2017-03,Thursday,0
20170331,2017-03-31,2017,3,March,Q1,2017-03,Friday,0
20170401,2017-04-01,2017,4,April,Q2,2017-04,Saturday,1
20170402,2017-04-02,2017,4,April,Q2,2017-04,Sunday,1
20170403,2017-04-03,2017,4,April,Q2,2017-04,Monday,0
20170404,2017-04-04,2017,4,April,Q2,2017-04,Tuesday,0
20170405,2017-04-05,2017,4,April,Q2,2017-04,Wednesday,0
20170406,2017-04-06,2017,4,April,Q2,2017-04,Thursday,0
20170407,2017-04-07,2017,4,April,Q2,2017-04,Friday,0
20170408,2017-04-08,2017,4,April,Q2,2017-04,Saturday,1
20170409,2017-04-09,2017,4,April,Q2,2017-04,Sunday,1
20170410,2017-04-10,2017,4,April,Q2,2017-04,Monday,0
20170411,2017-04-11,2017,4,April,Q2,2017-04,Tuesday,0
20170412,2017-04-12,2017,4,April,Q2,2017-04,Wednesday,0
20170413,2017-04-13,2017,4,April,Q2,2017-04,Thursday,0
20170414,2017-04-14,2017,4,April,Q2,2017-04,Friday,0
20170415,2017-04-15,2017,4,April,Q2,2017-04,Saturday,1
20170416,2017-04-16,2017,4,April,Q2,2017-04,Sunday,1
20170417,2017-04-17,2017,4,April,Q2,2017-04,Monday,0
20170418,2017-04-18,2017,4,April,Q2,2017-04,Tuesday,0
20170419,2017-04-19,2017,4,April,Q2,2017-04,Wednesday,0
20170420,2017-04-20,2017,4,April,Q2,2017-04,Thursday,0
20170421,2017-04-21,2017,4,April,Q2,2017-04,Friday,0
20170422,2017-04-22,2017,4,April,Q2,2017-04,Saturday,1
20170423,2017-04-23,2017,4,April,Q2,2017-04,Sunday,1
20170424,2017-04-24,2017,4,April,Q2,2017-04,Monday,0
20170425,2017-04-25,2017,4,April,Q2,2017-04,Tuesday,0
20170426,2017-04-26,2017,4,April,Q2,2017-04,Wednesday,0
20170427,2017-04-27,2017,4,April,Q2,2017-04,Thursday,0
20170428,2017-04-28,2017,4,April,Q2,2017-04,Friday,0
20170429,2017-04-29,2017,4,April,Q2,2017-04,Saturday,1
20170430,2017-04-30,2017,4,April,Q2,2017-04,Sunday,1
20170501,2017-05-01,2017,5,May,Q2,2017-05,Monday,0
20170502,2017-05-02,2017,5,May,Q2,2017-05,Tuesday,0
20170503,2017-05-03,2017,5,May,Q2,2017-05,Wednesday,0
20170504,2017-05-04,2017,5,May,Q2,2017-05,Thursday,0
20170505,2017-05-05,2017,5,May,Q2,2017-05,Friday,0
20170506,2017-05-06,2017,5,May,Q2,2017-05,Saturday,1
20170507,2017-05-07,2017,5,May,Q2,2017-05,Sunday,1
20170508,2017-05-08,2017,5,May,Q2,2017-05,Monday,0
20170509,2017-05-09,2017,5,May,Q2,2017-05,Tuesday,0
20170510,2017-05-10,2017,5,May,Q2,2017-05,Wednesday,0
20170511,2017-05-11,2017,5,May,Q2,2017-05,Thursday,0
20170512,2017-05-12,2017,5,May,Q2,2017-05,Friday,0
20170513,2017-05-13,2017,5,May,Q2,2017-05,Saturday,1
20170514,2017-05-14,2017,5,May,Q2,2017-05,Sunday,1
20170515,2017-05-15,2017,5,May,Q2,2017-05,Monday,0
20170516,2017-05-16,2017,5,May,Q2,2017-05,Tuesday,0
20170517,2017-05-17,2017,5,May,Q2,2017-05,Wednesday,0
20170518,2017-05-18,2017,5,May,Q2,2017-05,Thursday,0
20170519,2017-05-19,2017,5,May,Q2,2017-05,Friday,0
20170520,2017-05-20,2017,5,May,Q2,2017-05,Saturday,1
20170521,2017-05-21,2017,5,May,Q2,2017-05,Sunday,1
20170522,2017-05-22,2017,5,May,Q2,2017-05,Monday,0
20170523,2017-05-23,2017,5,May,Q2,2017-05,Tuesday,0
20170524,2017-05-24,2017,5,May,Q2,2017-05,Wednesday,0
20170525,2017-05-25,2017,5,May,Q2,2017-05,Thursday,0
20170526,2017-05-26,2017,5,May,Q2,2017-05,Friday,0
20170527,2017-05-27,2017,5,May,Q2,2017-05,Saturday,1
20170528,2017-05-28,2017,5,May,Q2,2017-05,Sunday,1
20170529,2017-05-29,2017,5,May,Q2,2017-05,Monday,0
20170530,2017-05-30,2017,5,May,Q2,2017-05,Tuesday,0
20170531,2017-05-31,2017,5,May,Q2,2017-05,Wednesday,0
20170601,2017-06-01,2017,6,June,Q2,2017-06,Thursday,0
20170602,2017-06-02,2017,6,June,Q2,2017-06,Friday,0
20170603,2017-06-03,2017,6,June,Q2,2017-06,Saturday,1
20170604,2017-06-04,2017,6,June,Q2,2017-06,Sunday,1
20170605,2017-06-05,2017,6,June,Q2,2017-06,Monday,0
20170606,2017-06-06,2017,6,June,Q2,2017-06,Tuesday,0
20170607,2017-06-07,2017,6,June,Q2,2017-06,Wednesday,0
20170608,2017-06-08,2017,6,June,Q2,2017-06,Thursday,0
20170609,2017-06-09,2017,6,June,Q2,2017-06,Friday,0
20170610,2017-06-10,2017,6,June,Q2,2017-06,Saturday,1
20170611,2017-06-11,2017,6,June,Q2,2017-06,Sunday,1
20170612,2017-06-12,2017,6,June,Q2,2017-06,Monday,0
20170613,2017-06-13,2017,6,June,Q2,2017-06,Tuesday,0
20170614,2017-06-14,2017,6,June,Q2,2017-06,Wednesday,0
20170615,2017-06-15,2017,6,June,Q2,2017-06,Thursday,0
20170616,2017-06-16,2017,6,June,Q2,2017-06,Friday,0
20170617,2017-06-17,2017,6,June,Q2,2017-06,Saturday,1
20170618,2017-06-18,2017,6,June,Q2,2017-06,Sunday,1
20170619,2017-06-19,2017,6,June,Q2,2017-06,Monday,0
20170620,2017-06-20,2017,6,June,Q2,2017-06,Tuesday,0
20170621,2017-06-21,2017,6,June,Q2,2017-06,Wednesday,0
20170622,2017-06-22,2017,6,June,Q2,2017-06,Thursday,0
20170623,2017-06-23,2017,6,June,Q2,2017-06,Friday,0
20170624,2017-06-24,2017,6,June,Q2,2017-06,Saturday,1
20170625,2017-06-25,2017,6,June,Q2,2017-06,Sunday,1
20170626,2017-06-26,2017,6,June,Q2,2017-06,Monday,0
20170627,2017-06-27,2017,6,June,Q2,2017-06,Tuesday,0
20170628,2017-06-28,2017,6,June,Q2,2017-06,Wednesday,0
20170629,2017-06-29,2017,6,June,Q2,2017-06,Thursday,0
20170630,2017-06-30,2017,6,June,Q2,2017-06,Friday,0
20170701,2017-07-01,2017,7,July,Q3,2017-07,Saturday,1
20170702,2017-07-02,2017,7,July,Q3,2017-07,Sunday,1
20170703,2017-07-03,2017,7,July,Q3,2017-07,Monday,0
20170704,2017-07-04,2017,7,July,Q3,2017-07,Tuesday,0
20170705,2017-07-05,2017,7,July,Q3,2017-07,Wednesday,0
20170706,2017-07-06,2017,7,July,Q3,2017-07,Thursday,0
20170707,2017-07-07,2017,7,July,Q3,2017-07,Friday,0
20170708,2017-07-08,2017,7,July,Q3,2017-07,Saturday,1
20170709,2017-07-09,2017,7,July,Q3,2017-07,Sunday,1
20170710,2017-07-10,2017,7,July,Q3,2017-07,Monday,0
20170711,2017-07-11,2017,7,July,Q3,2017-07,Tuesday,0
20170712,2017-07-12,2017,7,July,Q3,2017-07,Wednesday,0
20170713,2017-07-13,2017,7,July,Q3,2017-07,Thursday,0
20170714,2017-07-14,2017,7,July,Q3,2017-07,Friday,0
20170715,2017-07-15,2017,7,July,Q3,2017-07,Saturday,1
20170716,2017-07-16,2017,7,July,Q3,2017-07,Sunday,1
20170717,2017-07-17,2017,7,July,Q3,2017-07,Monday,0
20170718,2017-07-18,2017,7,July,Q3,2017-07,Tuesday,0
20170719,2017-07-19,2017,7,July,Q3,2017-07,Wednesday,0
20170720,2017-07-20,2017,7,July,Q3,2017-07,Thursday,0
20170721,2017-07-21,2017,7,July,Q3,2017-07,Friday,0
20170722,2017-07-22,2017,7,July,Q3,2017-07,Saturday,1
20170723,2017-07-23,2017,7,July,Q3,2017-07,Sunday,1
20170724,2017-07-24,2017,7,July,Q3,2017-07,Monday,0
20170725,2017-07-25,2017,7,July,Q3,2017-07,Tuesday,0
20170726,2017-07-26,2017,7,July,Q3,2017-07,Wednesday,0
20170727,2017-07-27,2017,7,July,Q3,2017-07,Thursday,0
20170728,2017-07-28,2017,7,July,Q3,2017-07,Friday,0
20170729,2017-07-29,2017,7,July,Q3,2017-07,Saturday,1
20170730,2017-07-30,2017,7,July,Q3,2017-07,Sunday,1
20170731,2017-07-31,2017,7,July,Q3,2017-07,Monday,0
20170801,2017-08-01,2017,8,August,Q3,2017-08,Tuesday,0
20170802,2017-08-02,2017,8,August,Q3,2017-08,Wednesday,0
20170803,2017-08-03,2017,8,August,Q3,2017-08,Thursday,0
20170804,2017-08-04,2017,8,August,Q3,2017-08,Friday,0
20170805,2017-08-05,2017,8,August,Q3,2017-08,Saturday,1
20170806,2017-08-06,2017,8,August,Q3,2017-08,Sunday,1
20170807,2017-08-07,2017,8,August,Q3,2017-08,Monday,0
20170808,2017-08-08,2017,8,August,Q3,2017-08,Tuesday,0
20170809,2017-08-09,2017,8,August,Q3,2017-08,Wednesday,0
20170810,2017-08-10,2017,8,August,Q3,2017-08,Thursday,0
20170811,2017-08-11,2017,8,August,Q3,2017-08,Friday,0
20170812,2017-08-12,2017,8,August,Q3,2017-08,Saturday,1
20170813,2017-08-13,2017,8,August,Q3,2017-08,Sunday,1
20170814,2017-08-14,2017,8,August,Q3,2017-08,Monday,0
20170815,2017-08-15,2017,8,August,Q3,2017-08,Tuesday,0
20170816,2017-08-16,2017,8,August,Q3,2017-08,Wednesday,0
20170817,2017-08-17,2017,8,August,Q3,2017-08,Thursday,0
20170818,2017-08-18,2017,8,August,Q3,2017-08,Friday,0
20170819,2017-08-19,2017,8,August,Q3,2017-08,Saturday,1
20170820,2017-08-20,2017,8,August,Q3,2017-08,Sunday,1
20170821,2017-08-21,2017,8,August,Q3,2017-08,Monday,0
20170822,2017-08-22,2017,8,August,Q3,2017-08,Tuesday,0
20170823,2017-08-23,2017,8,August,Q3,2017-08,Wednesday,0
20170824,2017-08-24,2017,8,August,Q3,2017-08,Thursday,0
20170825,2017-08-25,2017,8,August,Q3,2017-08,Friday,0
20170826,2017-08-26,2017,8,August,Q3,2017-08,Saturday,1
20170827,2017-08-27,2017,8,August,Q3,2017-08,Sunday,1
20170828,2017-08-28,2017,8,August,Q3,2017-08,Monday,0
20170829,2017-08-29,2017,8,August,Q3,2017-08,Tuesday,0
20170830,2017-08-30,2017,8,August,Q3,2017-08,Wednesday,0
20170831,2017-08-31,2017,8,August,Q3,2017-08,Thursday,0
